label,text
negative,utterly disappointed
positive,delightful
negative,does the job
positive,wonderful
positive,great product
positive,wonderful
positive,just wow!
positive,worth every penny
positive,the best at the price point
positive,terrific purchase
positive,wonderful
neutral,could be way better
negative,worthless
positive,really nice
positive,just wow!
positive,simply awesome
positive,just wow!
positive,wonderful
positive,just okay
positive,terrific purchase
positive,terrific purchase
positive,fabulous!
positive,good
positive,value-for-money
positive,good choice
positive,terrific
positive,fabulous!
positive,wonderful
positive,easy to grind..!!
negative,very poor
positive,fair
positive,excellent
positive,good quality product
positive,must buy!
positive,value-for-money
positive,best in the market!
positive,good grinder
positive,nice product
positive,pretty good
positive,good quality product
negative,absolute rubbish!
positive,super!
positive,perfect product!
negative,hated it!
negative,waste of money!
positive,brilliant
negative,not good
positive,just wow!
positive,does the job
positive,must buy!
positive,highly recommended
positive,terrific purchase
positive,awesome
positive,awesome
negative,worthless
negative,slightly disappointed
positive,does the job
positive,good choice
positive,good choice
neutral,unsatisfactory
positive,wonderful
neutral,good
positive,just okay
positive,fabulous!
positive,fabulous!
negative,expected a better product
positive,decent product
positive,delightful
positive,terrific purchase
positive,just wow!
positive,wonderful
positive,mind-blowing purchase
positive,good
positive,classy product
positive,nice
positive,grind to your hearts content
positive,worth every penny
positive,value-for-money
positive,pretty good
positive,awesome
positive,best in the market!
positive,worth every penny
positive,waste of money!
positive,wonderful
neutral,pretty good
positive,good choice
positive,just okay
negative,delightful
positive,good choice
negative,terrible product
positive,pretty good
positive,simply awesome
positive,pretty good
negative,horrible
positive,value-for-money
positive,pretty good
negative,slightly disappointed
negative,worst experience ever!
negative,useless product
positive,worth the money
negative,utterly disappointed
positive,value-for-money
positive,worth every penny
negative,waste of money!
positive,wonderful
positive,delightful
positive,fabulous!
positive,good quality product
positive,mind-blowing purchase
positive,good choice
neutral,nice
positive,nice product
positive,very good
positive,super!
positive,brilliant
positive,does the job
positive,classy product
negative,worthless
positive,good quality product
negative,expected a better product
positive,terrific
negative,terrible product
positive,just wow!
positive,terrific
positive,simply awesome
positive,best in the market!
positive,must buy!
positive,simply awesome
positive,very good
positive,simply awesome
negative,could be way better
negative,worthless
positive,value-for-money
neutral,did not meet expectations
positive,value-for-money
negative,waste of money!
neutral,decent product
positive,super!
positive,worth every penny
positive,very good
positive,classy product
positive,excellent
positive,nice product
positive,just wow!
positive,good choice
positive,terrific
positive,brilliant
negative,unsatisfactory
positive,terrific purchase
positive,mind-blowing purchase
negative,hated it!
positive,terrific purchase
positive,excellent
positive,awesome
positive,wonderful
positive,pretty good
negative,bad choice
positive,mind-blowing purchase
positive,terrific purchase
positive,simply awesome
negative,excellent
positive,delightful
positive,value-for-money
positive,worth the money
negative,decent product
positive,perfect product!
positive,nice product
positive,terrific
negative,worthless
positive,fair
positive,worth every penny
positive,value-for-money
positive,nice product
positive,worth every penny
positive,good quality product
positive,just wow!
positive,nice
positive,worth the money
positive,nice
positive,worst experience ever!
positive,classy product
positive,perfect product!
positive,excellent
neutral,pretty good
positive,best in the market!
positive,worth every penny
neutral,excellent
negative,waste of money!
neutral,good
negative,hated it!
negative,unsatisfactory
positive,pretty good
positive,fabulous!
positive,brilliant
positive,brilliant
positive,nice product
positive,worth the money
positive,just wow!
positive,best in the market!
positive,mind-blowing purchase
positive,does the job
positive,worth the money
positive,highly recommended
positive,terrific purchase
positive,highly recommended
positive,best in the market!
positive,must buy!
positive,perfect product!
negative,slightly disappointed
negative,moderate
positive,wonderful
positive,kent aura is a really good product
positive,simply awesome
positive,best air purifier
positive,suitable for polluted delhi
positive,terrific
negative,wonderful
positive,simply awesome
positive,excellent
negative,waste of money!
negative,hated it!
positive,delightful
negative,worst experience ever!
positive,delightful
positive,awesome
positive,wonderful
positive,very good product
positive,awesome
positive,highly recommended
negative,utterly disappointed
positive,brilliant
positive,mind-blowing purchase
positive,super!
positive,mind-blowing purchase
neutral,bad quality
negative,terrible product
positive,good choice
positive,perfect product!
positive,simply awesome
neutral,moderate
negative,good
positive,classy product
positive,simply awesome
neutral,decent product
positive,highly recommended
positive,best in the market!
positive,nice
positive,worth every penny
positive,really nice
positive,excellent
positive,really nice
positive,terrific purchase
neutral,good
positive,great product
negative,horrible
positive,nice product
positive,delightful
positive,highly recommended
positive,classy product
positive,good quality product
positive,classy product
positive,delightful
positive,unsatisfactory
positive,excellent
positive,terrific
positive,wonderful
